city,date_time,temperature,humidity,pressure,wind_speed,rainfall,weather_code,latitude,longitude
Tando Adam,2024-05-08 18:00:00,43.3,12,999.0,20.9,0.0,0,25.7687,68.6617
Hangu,2025-08-14 07:00:00,28.8,67,913.1,6.9,0.0,3,33.5311,71.0597
Mandi Bahauddin,2024-04-29 16:00:00,20.4,78,981.7,13.5,0.2,51,32.5861,73.4917
Burewala,2024-01-06 23:00:00,8.2,94,1004.0,4.5,0.0,0,30.1667,72.65
Multan,2025-05-10 11:00:00,36.3,34,993.3,1.3,0.0,2,30.1575,71.5249
Sahiwal,2025-06-26 12:00:00,32.5,69,981.9,13.0,0.0,3,30.6682,73.1114
Hyderabad,2025-04-15 17:00:00,39.3,35,999.5,24.2,0.0,1,25.396,68.3578
Muzaffargarh,2024-03-01 01:00:00,16.1,92,999.8,13.4,0.3,51,30.0703,71.1933
Mastung,2025-12-10 15:00:00,17.8,11,840.0,9.4,0.0,0,29.7997,66.8455
Nushki,2024-05-07 12:00:00,33.8,12,904.5,11.7,0.0,0,29.5522,66.0225
Bhimber,2024-07-05 09:00:00,31.2,64,961.3,11.7,0.0,1,32.9747,74.078
Chitral,2024-12-26 17:00:00,5.5,14,853.1,2.9,0.0,0,35.8518,71.7864
Nankana Sahib,2024-03-19 15:00:00,31.3,16,990.2,14.7,0.0,0,31.45,73.7
Dera Ismail Khan,2025-10-20 06:00:00,18.5,87,990.9,3.5,0.0,0,31.8327,70.9019
Swabi,2024-03-15 12:00:00,21.4,43,977.5,9.0,0.0,1,34.1202,72.4698
Jacobabad,2025-12-08 00:00:00,15.2,47,1011.7,6.1,0.0,0,28.2819,68.4388
Kohat,2024-02-19 21:00:00,8.1,82,949.4,7.6,0.0,2,33.5869,71.4429
Okara,2025-12-17 12:00:00,22.1,47,997.5,6.4,0.0,3,30.8081,73.4458
Multan,2024-03-06 11:00:00,20.7,37,1002.7,10.4,0.0,0,30.1575,71.5249
Bahawalpur,2024-12-16 11:00:00,16.8,48,1006.2,2.3,0.0,0,29.3956,71.6836
Turbat,2024-01-17 21:00:00,21.1,90,997.9,7.7,0.0,0,26.0023,63.0485
Badin,2024-08-20 12:00:00,33.9,53,1002.2,19.0,0.1,51,24.655,68.838
Matiari,2024-06-01 22:00:00,33.6,62,997.4,21.6,0.0,0,25.597,68.4467
Kallar Syedan,2025-12-14 21:00:00,12.9,61,959.1,2.3,0.0,3,33.4167,73.3833
Bannu,2025-03-27 03:00:00,15.0,69,963.1,9.2,0.0,1,32.9853,70.6042
Zhob,2025-11-29 22:00:00,7.4,10,859.9,2.2,0.0,0,31.3417,69.4486
Burewala,2025-06-18 08:00:00,32.7,55,982.5,10.7,0.0,0,30.1667,72.65
Mianwali,2025-09-21 22:00:00,29.4,57,979.3,5.3,0.0,0,32.5839,71.537
Lakki Marwat,2025-07-11 11:00:00,32.5,56,972.9,4.8,0.0,2,32.607,70.9114
Mansehra,2024-05-01 00:00:00,8.6,74,886.9,8.9,0.0,0,34.33,73.2
Attock,2025-01-31 01:00:00,8.6,67,969.2,0.5,0.0,0,33.766,72.3609
Sheikhupura,2024-08-15 19:00:00,29.6,86,977.0,4.1,0.0,3,31.7167,73.985
Kohat,2025-06-27 19:00:00,31.8,60,942.1,3.4,0.0,0,33.5869,71.4429
Charsadda,2025-01-09 19:00:00,9.2,75,982.6,3.5,0.0,0,34.1482,71.7406
Burewala,2025-01-18 23:00:00,9.1,93,1000.5,6.2,0.0,0,30.1667,72.65
Ormara,2024-07-26 11:00:00,31.9,75,994.4,20.2,0.0,1,25.2088,64.6357
Loralai,2025-03-14 21:00:00,12.8,42,855.8,10.7,0.0,1,30.3705,68.5979
Dadu,2025-11-20 16:00:00,27.3,31,1010.8,2.3,0.0,0,26.7319,67.775
Gupis,2024-09-12 09:00:00,5.6,64,637.6,4.3,0.0,0,36.1667,73.4333
Lodhran,2024-03-05 11:00:00,18.3,42,1007.3,4.9,0.0,3,29.5405,71.6336
Bagh,2025-03-15 21:00:00,-5.4,88,696.1,3.7,0.0,0,33.9861,73.9478
Lodhran,2024-02-01 12:00:00,21.2,33,1001.4,13.8,0.0,0,29.5405,71.6336
Attock,2024-05-15 20:00:00,31.4,33,968.3,2.1,0.0,1,33.766,72.3609
Hangu,2025-10-07 02:00:00,13.8,88,916.8,0.9,0.0,3,33.5311,71.0597
Skardu,2025-01-30 06:00:00,-7.6,65,772.1,3.5,0.7,73,35.2971,75.6333
Islamabad,2025-02-21 19:00:00,14.5,68,956.9,9.2,0.0,2,33.6844,73.0479
Ghotki,2024-06-20 12:00:00,39.6,41,985.6,15.5,0.0,0,28.0064,69.3161
Tank,2025-02-08 05:00:00,8.1,38,984.4,4.4,0.0,3,32.2167,70.3833
Gujranwala,2025-09-08 21:00:00,25.1,95,981.0,2.1,0.0,3,32.1877,74.1945
Chilas,2024-02-28 23:00:00,7.4,60,887.8,2.0,0.0,2,35.4206,74.0967
Dir,2025-03-22 17:00:00,20.9,34,864.4,2.7,0.0,3,35.2058,71.8767
Tank,2024-10-26 08:00:00,23.5,44,982.4,5.5,0.0,0,32.2167,70.3833
Bhimber,2025-08-30 21:00:00,25.4,96,968.2,3.9,0.0,3,32.9747,74.078
Attock,2024-05-17 03:00:00,24.1,60,965.3,4.3,0.0,0,33.766,72.3609
Pakpattan,2024-09-16 19:00:00,30.0,62,984.7,5.0,0.0,0,30.341,73.3866
Lakki Marwat,2024-11-16 00:00:00,14.4,96,983.5,1.0,0.0,0,32.607,70.9114
Karachi,2024-07-08 22:00:00,30.4,78,999.4,14.0,0.0,2,24.8607,67.0011
Narowal,2025-04-04 10:00:00,23.6,56,986.9,7.5,0.0,0,32.1,74.8833
Zhob,2025-01-28 20:00:00,11.9,26,856.3,4.0,0.0,2,31.3417,69.4486
Jalalpur Jattan,2025-06-12 03:00:00,28.7,61,970.1,8.0,0.0,0,32.6419,74.205
Faisalabad,2024-05-05 22:00:00,28.9,32,981.7,9.0,0.0,0,31.4504,73.135
Taxila,2024-03-16 05:00:00,12.8,59,951.9,11.0,0.0,0,33.7463,72.8397
Timergara,2025-11-25 13:00:00,19.1,19,931.8,3.6,0.0,0,34.8266,71.844
Dera Ismail Khan,2025-08-05 14:00:00,40.4,37,977.7,10.0,0.0,0,31.8327,70.9019
Abbottabad,2025-02-21 21:00:00,7.3,78,881.1,1.1,0.0,3,34.1688,73.2215
Mianwali,2025-10-30 20:00:00,22.2,60,986.9,1.3,0.0,0,32.5839,71.537
Swabi,2024-05-06 09:00:00,26.2,62,968.3,3.6,0.0,0,34.1202,72.4698
Muzaffargarh,2025-07-26 04:00:00,30.4,69,981.2,8.3,0.0,0,30.0703,71.1933
Ormara,2024-07-08 09:00:00,30.7,79,998.6,4.1,0.0,1,25.2088,64.6357
Kahuta,2025-05-04 02:00:00,19.2,69,935.8,5.6,0.0,1,33.5917,73.3875
Mandi Bahauddin,2024-08-04 09:00:00,28.1,85,977.1,10.4,0.8,53,32.5861,73.4917
Lakki Marwat,2025-11-11 20:00:00,14.1,69,983.7,3.8,0.0,0,32.607,70.9114
Kallar Syedan,2025-02-13 02:00:00,10.6,28,955.2,9.2,0.0,1,33.4167,73.3833
Mandi Bahauddin,2025-12-31 07:00:00,8.8,91,984.5,1.2,0.0,3,32.5861,73.4917
Kalat,2025-04-14 12:00:00,26.9,12,811.4,20.6,0.0,0,29.0266,66.5936
Chilas,2025-10-25 08:00:00,16.8,32,890.2,3.0,0.0,0,35.4206,74.0967
Bhimber,2024-10-06 02:00:00,23.3,66,971.0,3.6,0.0,0,32.9747,74.078
Karachi,2025-01-17 19:00:00,21.6,28,1016.0,13.4,0.0,0,24.8607,67.0011
Turbat,2025-07-07 05:00:00,28.1,84,980.1,5.9,0.0,1,26.0023,63.0485
Kallar Syedan,2024-04-02 17:00:00,25.7,22,948.8,12.3,0.0,3,33.4167,73.3833
Khuzdar,2024-11-25 07:00:00,10.4,87,883.1,4.0,0.0,0,27.8,66.6167
Islamabad,2024-01-19 12:00:00,16.5,45,956.5,3.2,0.0,0,33.6844,73.0479
Mardan,2024-05-21 16:00:00,38.5,21,967.2,2.3,0.0,0,34.1989,72.0407
Taxila,2024-09-05 07:00:00,25.1,87,942.9,5.5,0.0,0,33.7463,72.8397
Kallar Syedan,2025-11-09 23:00:00,13.5,59,953.7,2.5,0.0,0,33.4167,73.3833
Peshawar,2025-05-26 00:00:00,28.5,48,965.8,2.1,0.0,0,34.0151,71.5249
Haripur,2024-05-01 02:00:00,11.6,81,943.3,5.4,0.0,3,33.9942,72.934
Tank,2025-03-06 09:00:00,16.5,39,982.7,4.8,0.0,0,32.2167,70.3833
Karachi,2025-11-26 00:00:00,21.1,38,1015.5,9.2,0.0,0,24.8607,67.0011
Shakargarh,2024-05-01 16:00:00,26.9,34,973.4,6.0,0.0,1,32.2646,75.1608
Faisalabad,2024-11-16 18:00:00,20.4,81,991.5,6.7,0.0,0,31.4504,73.135
Umerkot,2025-09-01 09:00:00,29.8,69,999.1,23.1,0.0,2,25.3614,69.7361
Larkana,2024-03-10 01:00:00,17.5,59,1009.2,8.0,0.0,3,27.559,68.212
Larkana,2025-12-23 09:00:00,14.7,69,1014.0,6.1,0.0,0,27.559,68.212
Chakwal,2024-08-04 23:00:00,26.0,97,945.3,3.9,0.0,3,32.9336,72.8634
Sargodha,2024-06-27 09:00:00,35.7,53,978.8,10.9,0.0,0,32.0836,72.6711
Nushki,2025-08-16 10:00:00,33.2,33,897.8,10.6,0.0,3,29.5522,66.0225
Bagh,2024-10-29 03:00:00,3.0,97,702.3,8.9,0.6,53,33.9861,73.9478
Okara,2025-11-05 03:00:00,16.3,83,988.3,10.5,0.0,0,30.8081,73.4458
Abbottabad,2024-04-04 12:00:00,21.0,40,882.8,6.6,0.0,3,34.1688,73.2215
Khaplu,2025-05-14 14:00:00,6.1,55,662.0,4.4,0.0,1,35.1333,76.3333
Dadu,2024-08-06 03:00:00,29.0,80,993.9,14.1,0.0,3,26.7319,67.775
Dera Ghazi Khan,2024-02-16 07:00:00,10.7,88,1004.2,5.4,0.0,0,30.0561,70.6348
Matiari,2025-02-09 20:00:00,20.0,41,1008.6,2.1,0.0,2,25.597,68.4467
Bannu,2024-06-29 17:00:00,39.3,34,952.4,15.1,0.0,0,32.9853,70.6042
Chiniot,2024-12-30 13:00:00,18.4,50,996.6,8.3,0.0,0,31.72,72.9789
Timergara,2025-12-15 11:00:00,14.5,42,933.2,2.2,0.0,0,34.8266,71.844
Mingora,2025-02-13 07:00:00,1.1,74,908.4,4.0,0.0,0,34.7717,72.36
Kot Addu,2025-12-27 17:00:00,18.4,59,999.5,2.2,0.0,3,30.4691,70.967
Hunza,2024-01-03 00:00:00,-4.6,31,778.6,3.6,0.0,3,36.3167,74.65
Ormara,2024-01-20 23:00:00,20.5,76,1017.2,4.7,0.0,2,25.2088,64.6357
Chilas,2024-08-06 06:00:00,28.7,57,878.5,4.6,0.0,0,35.4206,74.0967
Shikarpur,2024-06-01 18:00:00,42.9,13,990.9,6.0,0.0,0,27.9556,68.6382
Muzaffargarh,2025-04-03 09:00:00,24.5,34,998.6,16.3,0.0,1,30.0703,71.1933
Kalat,2024-02-27 16:00:00,9.2,67,802.4,15.8,0.0,3,29.0266,66.5936
Toba Tek Singh,2025-05-04 02:00:00,26.1,50,985.2,7.3,0.0,1,30.9697,72.4827
Sahiwal,2024-09-10 20:00:00,29.9,70,981.5,8.0,0.0,0,30.6682,73.1114
Nankana Sahib,2025-03-12 07:00:00,16.8,83,989.0,7.2,0.0,0,31.45,73.7
Khushab,2025-03-04 18:00:00,17.2,55,995.1,5.6,0.0,0,32.2967,72.3525
Shikarpur,2025-09-26 15:00:00,39.2,33,995.8,8.5,0.0,0,27.9556,68.6382
Burewala,2024-05-25 03:00:00,29.9,28,982.4,9.0,0.0,0,30.1667,72.65
Badin,2024-03-16 22:00:00,23.7,25,1011.7,7.9,0.0,0,24.655,68.838
Nawabshah,2024-08-30 14:00:00,28.0,83,996.0,20.6,1.6,61,26.2442,68.41
Bhimber,2025-02-04 03:00:00,10.7,77,976.5,7.5,0.0,0,32.9747,74.078
Attock,2025-01-11 22:00:00,7.5,87,976.6,1.3,0.0,3,33.766,72.3609
Jacobabad,2024-06-01 13:00:00,43.9,21,992.1,7.3,0.0,1,28.2819,68.4388
Larkana,2025-02-22 09:00:00,17.7,60,1014.1,6.7,0.0,0,27.559,68.212
Jhang,2025-03-07 00:00:00,16.1,58,993.5,4.3,0.0,1,31.2781,72.3118
Okara,2025-03-30 08:00:00,18.8,43,990.1,4.2,0.0,0,30.8081,73.4458
Mardan,2024-04-27 17:00:00,21.8,59,973.2,4.0,0.0,3,34.1989,72.0407
Gupis,2024-10-14 09:00:00,1.2,43,637.2,2.7,0.0,0,36.1667,73.4333
Abbottabad,2024-06-14 11:00:00,32.7,25,877.7,7.9,0.0,0,34.1688,73.2215
Bhimber,2025-06-04 12:00:00,31.0,34,968.2,8.5,0.4,51,32.9747,74.078
Gwadar,2025-07-05 14:00:00,31.9,70,996.3,20.6,0.0,1,25.1264,62.3225
Matiari,2025-03-22 16:00:00,38.4,9,1005.3,11.2,0.0,0,25.597,68.4467
Lodhran,2024-02-04 15:00:00,19.2,59,1000.1,7.2,0.0,0,29.5405,71.6336
Chaman,2025-10-04 21:00:00,23.3,14,867.7,7.0,0.0,0,30.9177,66.4597
Kalat,2024-03-13 09:00:00,2.1,88,802.3,14.4,0.0,1,29.0266,66.5936
Tank,2025-05-27 12:00:00,38.2,29,970.7,13.0,0.0,3,32.2167,70.3833
Nawabshah,2025-01-02 05:00:00,10.5,90,1012.6,8.7,0.0,3,26.2442,68.41
Jacobabad,2024-04-19 17:00:00,30.9,33,994.7,4.7,0.0,1,28.2819,68.4388
Mandi Bahauddin,2024-06-01 23:00:00,32.4,18,975.0,11.3,0.0,0,32.5861,73.4917
Rahim Yar Khan,2025-08-23 15:00:00,35.8,54,986.0,10.8,0.0,1,28.4202,70.2952
Taxila,2024-12-26 00:00:00,9.4,46,956.6,3.5,0.0,0,33.7463,72.8397
Charsadda,2024-03-25 07:00:00,15.4,64,980.0,3.3,0.0,0,34.1482,71.7406
Hafizabad,2024-06-05 23:00:00,28.3,46,979.6,13.0,0.0,0,32.0709,73.688
Mianwali,2024-09-02 09:00:00,32.4,67,981.8,10.6,0.0,0,32.5839,71.537
Hafizabad,2025-12-09 21:00:00,12.6,81,993.0,6.8,0.0,0,32.0709,73.688
Badin,2025-01-08 18:00:00,20.4,32,1012.5,1.0,0.0,0,24.655,68.838
Charsadda,2025-03-14 08:00:00,15.4,77,977.5,4.2,0.0,3,34.1482,71.7406
Narowal,2025-11-06 14:00:00,25.4,39,985.3,10.2,0.0,0,32.1,74.8833
Loralai,2024-04-29 19:00:00,19.0,17,856.7,13.7,0.0,0,30.3705,68.5979
Jhang,2025-10-13 20:00:00,25.1,51,993.2,10.2,0.0,0,31.2781,72.3118
Mianwali,2025-07-15 01:00:00,27.6,76,977.5,4.1,0.0,1,32.5839,71.537
Sargodha,2024-06-09 19:00:00,35.8,20,978.6,14.3,0.0,2,32.0836,72.6711
Karachi,2025-07-07 15:00:00,32.0,67,995.3,13.0,0.0,3,24.8607,67.0011
Multan,2025-07-31 20:00:00,32.4,68,983.7,6.7,0.0,3,30.1575,71.5249
Mingora,2024-05-19 02:00:00,18.2,64,902.9,6.1,0.0,0,34.7717,72.36
Thatta,2025-04-01 05:00:00,20.5,62,1006.7,8.5,0.0,0,24.7475,67.9235
Umerkot,2025-06-16 06:00:00,26.9,94,995.3,3.6,1.2,55,25.3614,69.7361
Faisalabad,2024-05-17 21:00:00,32.8,20,982.0,7.6,0.0,0,31.4504,73.135
Sahiwal,2025-09-06 08:00:00,28.6,85,986.8,2.0,0.4,51,30.6682,73.1114
Mirpur,2024-10-08 01:00:00,22.1,91,962.9,4.5,0.0,3,33.1483,73.7517
Lakki Marwat,2024-04-21 17:00:00,26.9,43,976.4,4.8,0.0,3,32.607,70.9114
Chiniot,2024-04-14 12:00:00,25.5,60,992.0,11.2,0.1,51,31.72,72.9789
Mansehra,2024-03-26 12:00:00,22.4,28,898.1,5.4,0.0,3,34.33,73.2
Gujranwala,2024-04-29 08:00:00,23.1,52,982.2,5.4,0.0,3,32.1877,74.1945
Turbat,2024-01-11 19:00:00,18.7,57,1000.2,4.8,0.0,0,26.0023,63.0485
Mingora,2024-07-13 20:00:00,28.5,50,900.1,2.6,0.0,3,34.7717,72.36
Mianwali,2024-06-21 08:00:00,30.4,55,976.6,6.2,0.0,3,32.5839,71.537
Sibi,2024-08-15 09:00:00,33.6,64,986.1,7.9,0.0,0,29.543,67.8773
Okara,2025-03-12 00:00:00,18.1,77,990.8,3.5,0.0,3,30.8081,73.4458
Jacobabad,2024-08-27 06:00:00,30.2,69,992.6,7.1,0.0,0,28.2819,68.4388
Hunza,2025-06-14 13:00:00,17.6,74,786.6,1.2,0.2,51,36.3167,74.65
Kotli,2024-04-19 00:00:00,16.5,73,938.3,17.3,0.0,3,33.5184,73.9022
Narowal,2025-09-11 07:00:00,25.3,92,977.5,6.2,0.0,3,32.1,74.8833
Kohat,2024-12-17 02:00:00,8.9,35,954.3,0.9,0.0,0,33.5869,71.4429
Bhimber,2024-08-03 14:00:00,31.8,70,962.3,13.0,0.1,51,32.9747,74.078
Khuzdar,2024-01-01 22:00:00,14.1,32,884.2,4.0,0.0,0,27.8,66.6167
Skardu,2024-08-02 10:00:00,25.5,48,781.9,2.3,0.0,1,35.2971,75.6333
Matiari,2024-08-13 16:00:00,36.9,49,996.2,12.0,0.0,0,25.597,68.4467
Gupis,2024-06-12 21:00:00,4.7,72,637.8,1.9,0.0,2,36.1667,73.4333
Islamabad,2024-08-23 05:00:00,23.9,86,946.4,5.9,0.0,0,33.6844,73.0479
Burewala,2024-05-02 16:00:00,35.9,13,987.2,5.4,0.0,0,30.1667,72.65
Mianwali,2025-03-15 10:00:00,21.6,50,990.0,0.2,0.0,0,32.5839,71.537
Murree,2024-01-19 08:00:00,-1.3,45,783.5,4.4,0.0,0,33.9073,73.3903
Hafizabad,2024-03-20 17:00:00,27.0,50,986.8,4.1,0.0,3,32.0709,73.688
Mandi Bahauddin,2025-04-19 16:00:00,33.4,29,973.0,15.2,0.0,0,32.5861,73.4917
Karak,2025-01-17 15:00:00,17.5,29,954.4,6.1,0.0,3,33.1167,71.0833
Lakki Marwat,2025-11-21 14:00:00,23.2,32,987.8,4.1,0.0,0,32.607,70.9114
Chaman,2024-10-08 17:00:00,24.2,23,871.3,17.2,0.0,0,30.9177,66.4597
Gujrat,2024-03-18 14:00:00,27.5,34,983.7,4.8,0.0,0,32.5736,74.078
Chaman,2024-08-16 02:00:00,28.2,47,858.7,21.6,0.0,0,30.9177,66.4597
Muridke,2025-10-02 16:00:00,32.8,48,981.3,7.7,0.0,0,31.802,74.257
Khairpur,2024-09-08 09:00:00,31.4,73,998.4,6.7,0.0,0,27.5295,68.7592
Okara,2025-07-02 05:00:00,27.9,85,977.7,7.1,0.1,51,30.8081,73.4458
Kohat,2024-04-13 14:00:00,19.2,67,954.0,18.9,0.0,3,33.5869,71.4429
Dir,2024-09-25 03:00:00,19.8,77,857.8,5.4,0.0,0,35.2058,71.8767
Nushki,2025-07-15 02:00:00,28.1,13,892.8,16.6,0.0,0,29.5522,66.0225
Tando Allahyar,2025-03-08 09:00:00,25.2,35,1008.0,6.0,0.0,0,25.4605,68.717
Kohat,2025-01-27 06:00:00,9.3,25,952.5,1.3,0.0,0,33.5869,71.4429
Ghotki,2025-04-18 22:00:00,35.9,11,990.4,25.6,0.0,0,28.0064,69.3161
Khushab,2024-08-29 10:00:00,28.8,75,983.6,10.5,0.1,51,32.2967,72.3525
Jacobabad,2024-09-25 06:00:00,28.2,71,995.8,3.9,0.0,3,28.2819,68.4388
Gwadar,2024-11-02 06:00:00,22.1,99,1013.2,8.8,0.0,0,25.1264,62.3225
Tank,2025-12-08 08:00:00,7.0,59,989.5,7.9,0.0,0,32.2167,70.3833
Nowshera,2025-07-15 09:00:00,29.0,75,969.9,10.5,0.0,3,34.0159,72.0058
Karachi,2025-03-13 18:00:00,28.6,57,1006.2,13.2,0.0,0,24.8607,67.0011
Karak,2024-05-03 06:00:00,18.7,69,942.5,12.6,0.0,3,33.1167,71.0833
Bagh,2024-12-21 18:00:00,-4.0,46,696.7,0.4,0.0,3,33.9861,73.9478
Taxila,2024-05-07 04:00:00,21.0,47,944.3,11.0,0.0,0,33.7463,72.8397
Lakki Marwat,2025-04-08 16:00:00,33.2,34,979.2,29.6,0.0,2,32.607,70.9114
Chilas,2024-02-15 02:00:00,9.0,30,894.9,2.0,0.0,0,35.4206,74.0967
Attock,2024-08-20 04:00:00,23.8,91,962.0,5.9,0.1,51,33.766,72.3609
Jhang,2025-04-18 00:00:00,30.9,33,984.2,8.3,0.0,0,31.2781,72.3118
Dalbandin,2024-07-22 12:00:00,40.7,12,909.6,14.0,0.0,0,28.8885,64.4062
Kahuta,2025-09-12 09:00:00,26.6,86,940.0,4.7,0.3,51,33.5917,73.3875
Taxila,2025-03-08 14:00:00,23.0,31,946.9,13.5,0.0,0,33.7463,72.8397
Khaplu,2025-02-23 10:00:00,-14.4,71,653.7,4.4,0.0,2,35.1333,76.3333
Bhimber,2024-06-28 11:00:00,36.6,41,963.0,9.1,0.0,0,32.9747,74.078
Khaplu,2025-04-10 03:00:00,-3.7,70,655.1,4.1,0.3,73,35.1333,76.3333
Vehari,2025-03-05 12:00:00,22.3,37,1001.9,8.6,0.0,0,30.0419,72.3528
Khanewal,2025-01-11 19:00:00,10.3,90,1001.5,9.3,0.0,2,30.3017,71.9321
Muzaffarabad,2024-09-05 22:00:00,25.3,87,923.6,0.5,0.0,0,34.37,73.4711
Kahuta,2025-05-22 08:00:00,30.5,35,936.0,17.2,0.0,0,33.5917,73.3875
Nowshera,2025-11-21 13:00:00,20.5,39,987.3,2.2,0.0,0,34.0159,72.0058
Bagh,2024-04-16 09:00:00,4.4,74,706.1,6.9,0.0,0,33.9861,73.9478
Sargodha,2025-05-14 08:00:00,31.0,35,982.8,5.5,0.0,0,32.0836,72.6711
Sahiwal,2024-03-24 04:00:00,20.1,65,988.1,15.0,0.0,3,30.6682,73.1114
Hyderabad,2025-02-23 04:00:00,17.5,59,1011.7,5.0,0.0,0,25.396,68.3578
Mardan,2025-05-12 08:00:00,24.4,67,970.8,1.8,0.0,0,34.1989,72.0407
Kotli,2024-12-09 23:00:00,2.0,62,946.1,9.9,0.0,0,33.5184,73.9022
Wah Cantt,2024-05-18 13:00:00,35.0,30,953.3,13.5,0.0,0,33.77,72.75
Timergara,2024-07-12 14:00:00,29.7,59,914.3,26.7,0.1,51,34.8266,71.844
Karachi,2024-02-23 01:00:00,17.2,27,1015.7,10.7,0.0,0,24.8607,67.0011
Murree,2025-06-17 21:00:00,16.2,80,785.2,0.7,0.0,0,33.9073,73.3903
Tando Adam,2024-09-08 11:00:00,32.3,64,1002.4,14.7,0.0,2,25.7687,68.6617
Lahore,2025-01-22 15:00:00,21.1,44,986.6,4.8,0.0,0,31.5204,74.3587
Dera Ghazi Khan,2025-09-25 11:00:00,34.2,54,989.8,9.4,0.0,0,30.0561,70.6348
Khuzdar,2024-10-02 11:00:00,31.9,19,884.9,13.2,0.0,0,27.8,66.6167
Bannu,2025-03-12 10:00:00,21.6,48,970.2,2.2,0.0,0,32.9853,70.6042
Sibi,2024-06-19 23:00:00,37.9,19,976.5,14.8,0.0,0,29.543,67.8773
Karak,2025-05-08 04:00:00,23.7,54,941.1,6.9,0.0,0,33.1167,71.0833
Kohat,2025-05-02 10:00:00,31.6,34,953.1,10.2,0.0,2,33.5869,71.4429
Kot Addu,2025-07-20 05:00:00,28.9,78,980.9,4.3,0.0,0,30.4691,70.967
Gujrat,2024-02-28 17:00:00,20.7,59,985.3,5.9,0.0,0,32.5736,74.078
Kasur,2025-10-13 12:00:00,30.7,36,989.4,6.3,0.0,0,31.115,74.4467
Mingora,2025-05-17 17:00:00,34.3,22,904.8,9.0,0.0,0,34.7717,72.36
Mansehra,2025-06-07 15:00:00,33.1,32,893.6,12.4,0.0,1,34.33,73.2
Mardan,2025-10-08 08:00:00,17.2,84,979.1,0.9,0.0,0,34.1989,72.0407
Mirpur,2024-06-12 21:00:00,32.3,25,951.4,5.8,0.0,0,33.1483,73.7517
Rawalpindi,2024-04-15 17:00:00,18.9,92,953.1,12.5,0.8,53,33.5651,73.0169
Tank,2025-10-31 17:00:00,26.2,52,979.4,3.1,0.0,0,32.2167,70.3833
Chaman,2024-12-12 03:00:00,0.6,52,868.0,6.0,0.0,0,30.9177,66.4597
Tando Adam,2025-01-23 21:00:00,15.6,40,1014.9,11.0,0.0,0,25.7687,68.6617
Taxila,2024-12-20 20:00:00,9.9,51,952.4,2.7,0.0,0,33.7463,72.8397
Ghotki,2024-03-01 07:00:00,16.9,82,1003.5,18.0,0.0,3,28.0064,69.3161
Muzaffargarh,2025-09-25 14:00:00,36.2,44,988.6,15.7,0.0,0,30.0703,71.1933
Lahore,2025-02-20 00:00:00,15.7,80,985.7,8.7,0.0,2,31.5204,74.3587
Quetta,2025-10-30 07:00:00,11.9,41,837.7,1.8,0.0,0,30.1798,66.975
Dalbandin,2025-08-06 05:00:00,26.9,20,908.7,9.8,0.0,0,28.8885,64.4062
Shikarpur,2024-06-08 17:00:00,36.3,28,993.0,8.2,0.0,2,27.9556,68.6382
Hunza,2024-03-26 01:00:00,4.4,30,784.5,3.1,0.0,3,36.3167,74.65
Khairpur,2024-01-09 15:00:00,20.4,43,1013.2,10.7,0.0,0,27.5295,68.7592
Shikarpur,2024-05-16 20:00:00,36.8,11,997.2,8.5,0.0,0,27.9556,68.6382
Swabi,2025-10-15 09:00:00,22.7,69,974.9,1.0,0.0,0,34.1202,72.4698
Narowal,2025-09-28 05:00:00,23.1,97,980.7,6.3,0.0,0,32.1,74.8833
Karachi,2025-11-04 06:00:00,21.6,85,1008.1,12.3,0.0,0,24.8607,67.0011
Vehari,2024-11-18 21:00:00,18.5,54,999.6,6.9,0.0,0,30.0419,72.3528
Nowshera,2025-01-29 07:00:00,9.2,91,980.9,5.3,0.0,0,34.0159,72.0058
Shakargarh,2024-03-20 21:00:00,20.5,63,981.8,4.1,0.0,3,32.2646,75.1608
Attock,2025-10-04 20:00:00,23.6,76,965.6,9.1,0.0,0,33.766,72.3609
Dir,2025-10-16 12:00:00,25.0,24,865.0,4.8,0.0,0,35.2058,71.8767
Thatta,2025-11-13 22:00:00,19.9,69,1015.1,6.1,0.0,0,24.7475,67.9235
Rahim Yar Khan,2024-01-25 10:00:00,12.2,83,1012.2,11.4,0.0,3,28.4202,70.2952
Tank,2024-07-28 04:00:00,32.8,68,967.2,5.1,0.0,0,32.2167,70.3833
Kotli,2025-10-22 20:00:00,17.7,51,943.9,4.0,0.0,0,33.5184,73.9022
Larkana,2024-07-30 00:00:00,34.0,61,990.1,14.4,0.0,3,27.559,68.212
Gupis,2024-04-28 02:00:00,-3.7,88,624.3,5.0,0.2,71,36.1667,73.4333
Kotli,2025-10-17 00:00:00,16.4,84,944.0,8.1,0.0,0,33.5184,73.9022
Sargodha,2024-11-09 12:00:00,27.8,60,993.1,2.4,0.0,0,32.0836,72.6711
Dera Ismail Khan,2025-08-31 23:00:00,28.1,79,982.2,9.8,0.0,0,31.8327,70.9019
Lakki Marwat,2024-01-01 10:00:00,7.9,95,989.8,2.7,0.0,3,32.607,70.9114
Chaman,2024-04-05 22:00:00,19.3,14,868.3,5.8,0.0,0,30.9177,66.4597
Sahiwal,2025-07-17 09:00:00,30.7,72,981.8,8.5,0.0,3,30.6682,73.1114
Chakwal,2024-04-13 17:00:00,18.4,86,952.1,7.6,0.6,53,32.9336,72.8634
