city,date_time,temperature,humidity,pressure,wind_speed,rainfall,weather_code,latitude,longitude
Sheikhupura,2025-05-24 03:00:00,30.6,50,975.1,10.2,0.0,0,31.7167,73.985
Gujranwala,2024-06-20 22:00:00,31.9,48,972.5,7.6,0.0,3,32.1877,74.1945
Gwadar,2025-07-02 04:00:00,28.4,83,996.9,7.9,0.0,3,25.1264,62.3225
Nankana Sahib,2024-02-03 10:00:00,13.1,64,997.0,7.6,0.0,3,31.45,73.7
Khanewal,2024-06-25 03:00:00,30.0,50,980.1,6.5,0.0,0,30.3017,71.9321
Nawabshah,2024-08-29 04:00:00,26.5,91,994.7,18.5,0.0,3,26.2442,68.41
Mirpur Khas,2024-03-02 17:00:00,22.9,12,1006.2,20.9,0.0,0,25.5251,69.0159
Loralai,2024-10-26 19:00:00,24.2,30,861.8,6.3,0.0,0,30.3705,68.5979
Umerkot,2025-08-19 20:00:00,30.9,78,996.5,12.8,0.1,51,25.3614,69.7361
Muridke,2025-10-01 22:00:00,26.5,75,978.6,5.7,0.0,0,31.802,74.257
Shakargarh,2024-06-18 21:00:00,34.7,28,964.6,7.7,0.0,0,32.2646,75.1608
Sargodha,2024-10-20 05:00:00,19.6,89,988.0,4.6,0.0,0,32.0836,72.6711
Turbat,2025-09-03 07:00:00,26.3,83,988.1,8.5,0.0,1,26.0023,63.0485
Jhang,2024-05-15 08:00:00,32.2,32,990.7,6.2,0.0,0,31.2781,72.3118
Chiniot,2025-08-13 23:00:00,31.0,62,979.3,8.1,0.0,3,31.72,72.9789
Khanewal,2024-12-23 02:00:00,10.0,76,997.4,8.2,0.0,2,30.3017,71.9321
Hunza,2025-02-23 18:00:00,-2.0,52,779.3,1.5,0.0,2,36.3167,74.65
Mandi Bahauddin,2024-08-06 08:00:00,28.2,87,975.0,10.4,0.9,53,32.5861,73.4917
Peshawar,2025-09-22 21:00:00,28.3,75,966.1,2.8,0.0,0,34.0151,71.5249
Gujrat,2025-08-17 11:00:00,30.9,77,975.7,7.9,0.0,3,32.5736,74.078
Hafizabad,2025-12-25 17:00:00,14.7,78,990.1,6.4,0.0,3,32.0709,73.688
Chakwal,2025-04-19 21:00:00,22.7,56,944.7,7.6,0.0,0,32.9336,72.8634
Gujranwala,2025-10-19 07:00:00,20.6,82,985.8,0.9,0.0,0,32.1877,74.1945
Pakpattan,2025-06-28 07:00:00,31.0,77,979.9,7.3,0.0,1,30.341,73.3866
Nankana Sahib,2024-11-20 23:00:00,14.7,85,992.4,4.9,0.0,0,31.45,73.7
Sukkur,2024-03-05 07:00:00,10.7,66,1011.3,8.4,0.0,3,27.7052,68.8574
Chakwal,2025-09-19 21:00:00,27.0,60,948.3,6.7,0.0,0,32.9336,72.8634
Nowshera,2025-04-20 08:00:00,22.3,53,973.5,8.1,0.0,0,34.0159,72.0058
Narowal,2025-05-10 15:00:00,32.7,43,978.6,7.2,0.0,2,32.1,74.8833
Sargodha,2024-04-12 08:00:00,25.9,41,989.7,11.2,0.0,1,32.0836,72.6711
Matiari,2025-12-14 08:00:00,14.2,68,1014.2,11.3,0.0,3,25.597,68.4467
Gilgit,2024-07-13 01:00:00,22.9,51,845.2,8.7,0.0,2,35.9208,74.3083
Peshawar,2024-02-05 21:00:00,11.7,42,978.5,0.7,0.0,0,34.0151,71.5249
Rahim Yar Khan,2024-02-09 08:00:00,12.1,77,1008.3,12.4,0.0,0,28.4202,70.2952
Dir,2024-10-11 18:00:00,22.2,33,862.4,1.8,0.0,0,35.2058,71.8767
Jacobabad,2025-05-22 10:00:00,38.1,41,991.9,4.0,0.0,0,28.2819,68.4388
Kahuta,2025-05-10 17:00:00,30.4,34,938.9,4.9,0.0,1,33.5917,73.3875
Taxila,2024-07-24 08:00:00,29.5,74,937.3,6.0,0.0,0,33.7463,72.8397
Dalbandin,2024-04-24 17:00:00,31.4,14,913.6,19.8,0.0,2,28.8885,64.4062
Chakwal,2024-05-27 02:00:00,27.5,22,939.5,10.7,0.0,0,32.9336,72.8634
Bhimber,2024-09-04 22:00:00,24.3,93,964.5,4.2,0.0,0,32.9747,74.078
Shikarpur,2024-05-27 07:00:00,37.4,14,990.7,16.4,0.0,0,27.9556,68.6382
Sargodha,2025-03-23 17:00:00,32.9,18,990.3,9.7,0.0,0,32.0836,72.6711
Nowshera,2025-12-20 09:00:00,11.0,81,981.8,3.8,0.0,3,34.0159,72.0058
Mandi Bahauddin,2025-07-27 15:00:00,35.6,61,969.0,5.2,0.0,1,32.5861,73.4917
Bhimber,2024-09-01 15:00:00,32.8,64,965.5,7.6,0.0,0,32.9747,74.078
Tando Allahyar,2025-06-11 18:00:00,37.3,43,996.5,21.0,0.0,0,25.4605,68.717
Pakpattan,2024-11-17 23:00:00,17.5,74,995.8,1.0,0.0,0,30.341,73.3866
Timergara,2025-02-09 14:00:00,19.4,31,928.0,1.8,0.0,2,34.8266,71.844
Narowal,2024-12-13 14:00:00,20.3,27,988.3,15.7,0.0,0,32.1,74.8833
Islamabad,2024-11-02 14:00:00,26.3,47,953.5,8.9,0.0,0,33.6844,73.0479
Abbottabad,2024-09-11 00:00:00,24.0,71,877.4,2.0,0.0,1,34.1688,73.2215
Chiniot,2024-03-18 15:00:00,30.4,21,989.2,9.2,0.0,0,31.72,72.9789
Chilas,2024-10-20 02:00:00,20.7,27,887.7,0.4,0.0,0,35.4206,74.0967
Lodhran,2025-04-28 08:00:00,31.4,18,991.8,1.7,0.0,0,29.5405,71.6336
Sahiwal,2024-03-29 16:00:00,31.5,36,987.9,5.8,0.0,2,30.6682,73.1114
Chiniot,2025-06-15 14:00:00,42.2,15,973.9,11.8,0.0,3,31.72,72.9789
Gupis,2024-12-16 09:00:00,-15.3,39,619.5,8.6,0.0,0,36.1667,73.4333
Nowshera,2024-01-11 02:00:00,4.7,83,983.7,5.4,0.0,0,34.0159,72.0058
Muridke,2024-11-08 15:00:00,29.1,51,987.2,3.2,0.0,0,31.802,74.257
Chitral,2025-05-03 05:00:00,11.4,55,847.2,2.8,0.0,2,35.8518,71.7864
Quetta,2024-02-02 00:00:00,3.3,36,835.5,6.9,0.0,0,30.1798,66.975
Sheikhupura,2024-02-25 04:00:00,7.0,74,992.4,9.3,0.0,0,31.7167,73.985
Umerkot,2025-09-23 07:00:00,25.8,88,1005.4,15.0,0.0,3,25.3614,69.7361
Dadu,2024-02-25 13:00:00,24.8,24,1012.1,7.6,0.0,3,26.7319,67.775
Nawabshah,2025-04-15 21:00:00,36.4,32,999.2,20.1,0.0,0,26.2442,68.41
Larkana,2024-09-18 01:00:00,29.0,69,998.5,10.7,0.0,0,27.559,68.212
Jhang,2025-07-14 14:00:00,33.6,58,981.3,7.9,0.0,1,31.2781,72.3118
Narowal,2025-02-09 01:00:00,8.3,92,986.6,0.7,0.0,0,32.1,74.8833
Kallar Syedan,2025-10-29 08:00:00,19.1,66,956.2,6.0,0.0,0,33.4167,73.3833
Nankana Sahib,2024-06-24 04:00:00,27.7,51,976.0,4.0,0.0,0,31.45,73.7
Mardan,2024-10-14 10:00:00,25.2,67,979.4,2.4,0.0,0,34.1989,72.0407
Mianwali,2025-07-25 20:00:00,32.4,65,970.0,6.9,0.0,0,32.5839,71.537
Larkana,2024-07-25 12:00:00,40.3,39,985.3,8.9,0.0,1,27.559,68.212
Larkana,2025-01-28 18:00:00,22.8,31,1002.7,9.0,0.0,0,27.559,68.212
Nowshera,2025-07-25 06:00:00,26.2,92,964.4,1.5,0.0,0,34.0159,72.0058
Haripur,2025-09-21 13:00:00,31.0,52,947.2,7.2,0.0,0,33.9942,72.934
Dir,2024-01-04 16:00:00,12.1,30,861.5,2.1,0.0,3,35.2058,71.8767
Sargodha,2025-07-25 03:00:00,26.5,98,972.9,1.8,0.0,0,32.0836,72.6711
Matiari,2025-03-22 22:00:00,28.0,40,1008.2,13.9,0.0,0,25.597,68.4467
Jhang,2024-10-03 11:00:00,34.4,48,986.2,7.8,0.0,0,31.2781,72.3118
Rahim Yar Khan,2024-09-01 01:00:00,28.0,83,995.1,7.2,0.0,0,28.4202,70.2952
Kotli,2024-03-12 16:00:00,21.9,33,945.4,8.7,0.0,0,33.5184,73.9022
Bahawalpur,2025-06-11 00:00:00,36.8,23,985.0,17.9,0.0,0,29.3956,71.6836
Dir,2025-05-17 13:00:00,31.4,18,860.8,10.0,0.0,1,35.2058,71.8767
Sahiwal,2025-01-30 15:00:00,22.2,46,989.9,8.2,0.0,0,30.6682,73.1114
Mirpur,2025-10-02 10:00:00,28.2,62,960.8,5.7,0.0,0,33.1483,73.7517
Jhelum,2024-12-02 12:00:00,22.7,35,987.8,3.1,0.0,0,32.9425,73.7257
Rahim Yar Khan,2024-09-30 03:00:00,29.2,73,997.9,7.4,0.0,0,28.4202,70.2952
Okara,2024-07-04 00:00:00,32.5,74,975.3,19.9,0.0,1,30.8081,73.4458
Khanewal,2024-10-29 21:00:00,27.5,59,991.9,5.4,0.0,0,30.3017,71.9321
Gwadar,2025-12-31 03:00:00,16.8,61,1010.2,23.4,0.0,0,25.1264,62.3225
Chiniot,2024-11-11 05:00:00,18.5,94,991.5,10.9,0.0,2,31.72,72.9789
Nowshera,2025-05-02 08:00:00,25.5,69,977.7,3.6,0.0,3,34.0159,72.0058
Toba Tek Singh,2024-09-10 05:00:00,26.3,83,982.5,6.8,0.0,0,30.9697,72.4827
Karachi,2025-05-14 18:00:00,30.8,69,1002.2,13.3,0.0,0,24.8607,67.0011
Quetta,2025-12-12 16:00:00,20.1,5,840.1,2.4,0.0,3,30.1798,66.975
Hafizabad,2024-09-15 10:00:00,31.6,66,979.8,3.0,0.0,0,32.0709,73.688
Kotli,2024-12-13 07:00:00,2.4,59,947.3,9.8,0.0,0,33.5184,73.9022
Tando Allahyar,2025-10-25 14:00:00,35.7,21,1005.7,7.3,0.0,0,25.4605,68.717
Timergara,2024-01-07 01:00:00,1.4,71,927.5,3.9,0.0,0,34.8266,71.844
Faisalabad,2024-04-10 02:00:00,20.1,39,986.8,8.5,0.0,0,31.4504,73.135
Wah Cantt,2025-05-20 20:00:00,32.1,34,947.0,4.8,0.0,0,33.77,72.75
Sahiwal,2025-11-05 10:00:00,24.1,55,994.1,11.0,0.0,0,30.6682,73.1114
Karak,2025-09-23 05:00:00,25.1,67,942.1,3.2,0.0,0,33.1167,71.0833
Jacobabad,2025-08-04 15:00:00,39.2,43,991.4,12.4,0.0,2,28.2819,68.4388
Sukkur,2025-11-02 03:00:00,21.3,54,1001.7,1.4,0.0,0,27.7052,68.8574
Taxila,2024-11-25 09:00:00,15.7,56,955.1,5.3,0.0,0,33.7463,72.8397
Kot Addu,2025-06-29 10:00:00,38.4,43,978.1,17.5,0.0,0,30.4691,70.967
Kot Addu,2024-07-10 04:00:00,31.7,62,985.3,8.6,0.0,0,30.4691,70.967
Rawalpindi,2025-06-14 23:00:00,32.7,33,942.5,2.8,0.0,0,33.5651,73.0169
Sukkur,2025-09-21 13:00:00,36.3,40,996.2,7.8,0.0,0,27.7052,68.8574
Bannu,2025-07-18 08:00:00,29.5,68,962.1,2.3,0.0,0,32.9853,70.6042
Murree,2025-06-19 00:00:00,18.4,64,784.8,1.3,0.0,0,33.9073,73.3903
Kotli,2025-11-14 01:00:00,7.6,72,945.4,11.0,0.0,0,33.5184,73.9022
Swabi,2024-03-03 12:00:00,13.0,53,973.4,14.1,0.0,1,34.1202,72.4698
Muzaffarabad,2025-09-01 11:00:00,29.6,60,922.9,3.2,0.0,0,34.37,73.4711
Tank,2025-05-06 22:00:00,27.8,44,975.4,1.1,0.0,0,32.2167,70.3833
Khanewal,2024-02-21 12:00:00,21.8,42,996.2,5.9,0.0,0,30.3017,71.9321
Rawalpindi,2025-06-28 04:00:00,24.3,92,944.3,3.9,0.5,53,33.5651,73.0169
Kot Addu,2025-03-19 08:00:00,20.3,68,997.4,12.0,0.0,0,30.4691,70.967
Pakpattan,2024-09-14 03:00:00,29.2,58,980.6,17.6,0.0,0,30.341,73.3866
Batkhela,2025-06-12 03:00:00,25.5,35,927.8,7.4,0.0,0,34.6167,71.9667
Kohat,2024-05-16 04:00:00,25.9,30,950.9,7.4,0.0,3,33.5869,71.4429
Bannu,2024-05-14 07:00:00,25.5,44,968.3,12.5,0.0,0,32.9853,70.6042
Murree,2024-12-16 05:00:00,-1.2,29,783.5,2.5,0.0,3,33.9073,73.3903
Jhang,2024-05-07 16:00:00,40.6,12,986.1,11.5,0.0,0,31.2781,72.3118
Tank,2025-02-15 07:00:00,9.8,78,980.5,4.5,0.0,0,32.2167,70.3833
Attock,2024-12-04 08:00:00,9.0,71,976.1,4.7,0.0,0,33.766,72.3609
Jacobabad,2024-10-28 23:00:00,26.2,30,999.5,10.3,0.0,0,28.2819,68.4388
Dalbandin,2025-09-06 09:00:00,29.2,11,915.4,10.6,0.0,0,28.8885,64.4062
Gupis,2025-05-27 06:00:00,3.8,59,632.5,4.8,0.0,2,36.1667,73.4333
Hafizabad,2025-03-19 16:00:00,24.0,66,988.8,1.0,0.0,2,32.0709,73.688
Sargodha,2024-08-13 08:00:00,30.1,80,982.5,3.7,0.0,0,32.0836,72.6711
Jhelum,2024-10-27 19:00:00,23.9,72,982.0,7.3,0.0,0,32.9425,73.7257
Shakargarh,2024-08-20 18:00:00,29.6,79,971.4,5.7,0.0,0,32.2646,75.1608
Bannu,2025-07-02 00:00:00,32.2,61,956.4,5.1,0.0,2,32.9853,70.6042
Larkana,2025-11-14 05:00:00,16.7,43,1009.8,0.4,0.0,0,27.559,68.212
Abbottabad,2024-10-09 23:00:00,15.5,63,880.1,2.9,0.0,0,34.1688,73.2215
Shakargarh,2024-09-21 06:00:00,24.4,92,976.6,4.7,0.0,0,32.2646,75.1608
Jhelum,2025-03-18 08:00:00,17.3,58,987.4,4.5,0.0,0,32.9425,73.7257
Lodhran,2024-02-22 13:00:00,22.3,39,1000.2,3.0,0.0,0,29.5405,71.6336
Nowshera,2025-02-22 20:00:00,15.1,42,982.7,3.2,0.0,0,34.0159,72.0058
Chitral,2025-08-28 18:00:00,29.2,43,848.8,7.2,0.0,0,35.8518,71.7864
Hafizabad,2025-07-02 12:00:00,34.5,61,975.7,4.6,0.0,0,32.0709,73.688
Burewala,2025-10-31 17:00:00,28.6,35,992.6,4.5,0.0,0,30.1667,72.65
Mansehra,2024-10-17 19:00:00,19.6,60,895.1,4.6,0.0,0,34.33,73.2
Mirpur Khas,2024-04-09 03:00:00,28.6,19,1004.7,14.3,0.0,0,25.5251,69.0159
Kallar Syedan,2024-08-07 17:00:00,27.6,81,943.1,3.4,0.2,51,33.4167,73.3833
Attock,2024-03-12 09:00:00,16.2,65,976.0,5.2,0.0,0,33.766,72.3609
Khushab,2025-07-01 05:00:00,27.8,83,976.5,20.8,0.0,3,32.2967,72.3525
Chitral,2025-06-19 10:00:00,34.3,13,848.3,6.1,0.0,0,35.8518,71.7864
Ormara,2024-09-01 10:00:00,27.7,83,1004.8,32.1,0.1,51,25.2088,64.6357
Dera Ismail Khan,2025-08-20 19:00:00,31.5,69,979.8,4.9,0.0,0,31.8327,70.9019
Charsadda,2025-01-06 12:00:00,14.8,32,985.7,5.4,0.0,0,34.1482,71.7406
Sargodha,2024-06-25 14:00:00,42.0,19,974.0,3.3,0.0,1,32.0836,72.6711
Mansehra,2024-09-15 01:00:00,19.0,78,890.1,5.4,0.0,0,34.33,73.2
Bhakkar,2024-08-16 20:00:00,28.4,87,980.9,6.2,0.0,3,31.6252,71.0657
Mastung,2025-07-26 15:00:00,35.9,8,830.3,12.4,0.0,0,29.7997,66.8455
Kasur,2024-05-08 07:00:00,29.1,33,982.5,7.3,0.0,0,31.115,74.4467
Muridke,2024-09-10 01:00:00,26.5,85,975.8,4.7,0.0,0,31.802,74.257
Kohat,2024-12-07 01:00:00,11.1,34,951.0,1.0,0.0,0,33.5869,71.4429
Kasur,2024-05-19 05:00:00,28.6,31,976.5,6.0,0.0,0,31.115,74.4467
Dera Ismail Khan,2025-07-15 09:00:00,28.4,72,981.6,13.1,0.0,3,31.8327,70.9019
Jhang,2025-04-09 15:00:00,40.0,14,987.5,13.6,0.0,3,31.2781,72.3118
Muzaffarabad,2024-01-20 21:00:00,10.7,66,934.0,1.1,0.0,0,34.37,73.4711
Multan,2024-05-25 16:00:00,45.4,13,983.4,10.9,0.0,0,30.1575,71.5249
Nushki,2025-12-02 09:00:00,7.9,28,907.1,9.6,0.0,0,29.5522,66.0225
Mirpur,2024-10-16 00:00:00,19.9,81,959.9,7.6,0.0,0,33.1483,73.7517
Okara,2025-02-09 11:00:00,20.4,52,995.1,2.2,0.0,0,30.8081,73.4458
Jalalpur Jattan,2025-08-03 22:00:00,28.2,82,973.5,7.1,0.0,0,32.6419,74.205
Attock,2025-07-19 00:00:00,27.1,87,960.8,1.5,0.0,3,33.766,72.3609
Murree,2024-02-25 10:00:00,3.5,44,791.3,5.0,0.0,2,33.9073,73.3903
Faisalabad,2024-05-19 03:00:00,29.6,29,978.4,6.8,0.0,2,31.4504,73.135
Pasni,2024-07-19 21:00:00,29.8,84,995.2,9.2,0.0,2,25.2631,63.471
Bhakkar,2024-12-20 18:00:00,11.8,69,996.2,4.9,0.0,0,31.6252,71.0657
Quetta,2024-12-22 18:00:00,5.2,42,832.2,3.9,0.0,0,30.1798,66.975
Chilas,2025-08-18 03:00:00,26.3,53,881.3,0.8,0.0,1,35.4206,74.0967
Ormara,2024-02-09 17:00:00,22.7,63,1016.6,14.0,0.0,0,25.2088,64.6357
Nushki,2025-07-05 19:00:00,39.9,14,891.7,6.2,0.0,0,29.5522,66.0225
Tando Allahyar,2024-11-14 10:00:00,27.6,52,1012.4,0.6,0.0,0,25.4605,68.717
Mandi Bahauddin,2024-12-04 10:00:00,17.3,55,990.8,4.0,0.0,0,32.5861,73.4917
Sahiwal,2025-05-24 20:00:00,28.8,57,980.3,22.8,0.0,1,30.6682,73.1114
Kotli,2025-12-18 15:00:00,20.0,43,948.8,5.0,0.0,3,33.5184,73.9022
Kalat,2024-04-10 22:00:00,15.2,28,804.0,6.9,0.0,0,29.0266,66.5936
Mansehra,2024-11-03 10:00:00,18.8,54,901.4,5.0,0.0,0,34.33,73.2
Ormara,2025-02-27 16:00:00,25.1,67,1011.1,19.0,0.0,3,25.2088,64.6357
Kot Addu,2024-02-03 05:00:00,12.0,88,1000.6,7.1,0.0,3,30.4691,70.967
Khanewal,2025-12-09 06:00:00,9.1,86,1002.1,2.6,0.0,0,30.3017,71.9321
Kandhkot,2025-06-27 01:00:00,30.7,75,991.3,9.8,0.0,3,28.245,69.18
Tando Allahyar,2025-12-11 19:00:00,20.7,43,1013.1,6.1,0.0,0,25.4605,68.717
Larkana,2024-07-14 18:00:00,39.3,41,986.0,14.8,0.0,1,27.559,68.212
Kohat,2025-06-17 16:00:00,38.5,22,941.4,10.6,0.0,0,33.5869,71.4429
Mastung,2024-01-21 18:00:00,7.7,50,833.6,6.3,0.0,0,29.7997,66.8455
Gwadar,2024-09-26 14:00:00,30.5,68,1002.0,19.5,0.0,0,25.1264,62.3225
Lahore,2025-12-16 08:00:00,12.2,81,991.9,6.6,0.0,0,31.5204,74.3587
Peshawar,2024-01-25 04:00:00,5.8,97,978.4,3.1,0.0,3,34.0151,71.5249
Charsadda,2024-03-05 11:00:00,16.1,32,986.2,18.0,0.0,3,34.1482,71.7406
Zhob,2024-12-06 01:00:00,5.0,41,859.2,1.7,0.0,0,31.3417,69.4486
Dera Ismail Khan,2024-11-09 20:00:00,23.4,75,993.3,3.8,0.0,0,31.8327,70.9019
Muridke,2024-05-08 08:00:00,29.9,33,981.5,4.7,0.0,0,31.802,74.257
Mansehra,2025-05-17 19:00:00,26.1,35,889.1,6.1,0.0,0,34.33,73.2
Loralai,2024-05-18 14:00:00,29.0,24,859.7,15.0,0.0,2,30.3705,68.5979
Hafizabad,2024-02-29 15:00:00,22.1,46,990.3,7.7,0.0,3,32.0709,73.688
Batkhela,2024-12-11 14:00:00,15.1,30,940.9,4.7,0.0,1,34.6167,71.9667
Jhelum,2024-06-02 12:00:00,40.4,18,976.9,8.7,0.0,0,32.9425,73.7257
Multan,2025-05-14 00:00:00,30.8,33,987.2,1.2,0.0,0,30.1575,71.5249
Chiniot,2025-03-24 10:00:00,29.4,32,993.1,7.2,0.0,0,31.72,72.9789
Kot Addu,2025-02-04 03:00:00,9.5,61,996.7,6.2,0.0,0,30.4691,70.967
Jalalpur Jattan,2024-09-14 19:00:00,29.1,68,973.2,2.4,0.0,0,32.6419,74.205
Taxila,2024-01-31 18:00:00,10.0,87,950.2,12.0,0.9,53,33.7463,72.8397
Attock,2025-05-01 16:00:00,30.3,47,967.6,4.8,0.0,3,33.766,72.3609
Islamabad,2025-12-15 03:00:00,11.2,74,957.2,2.2,0.0,3,33.6844,73.0479
Chitral,2025-05-25 07:00:00,21.1,35,850.3,4.0,0.0,0,35.8518,71.7864
Bhakkar,2024-09-10 15:00:00,33.4,60,980.6,4.3,0.0,0,31.6252,71.0657
Matiari,2024-03-03 23:00:00,13.7,36,1011.3,6.1,0.0,0,25.597,68.4467
Skardu,2024-07-25 16:00:00,28.5,31,777.2,0.5,0.0,2,35.2971,75.6333
Muzaffargarh,2024-05-16 16:00:00,42.8,13,990.7,9.6,0.0,1,30.0703,71.1933
Dir,2024-01-01 10:00:00,9.8,53,864.3,1.8,0.0,0,35.2058,71.8767
Okara,2025-11-10 04:00:00,12.2,84,990.2,6.0,0.0,0,30.8081,73.4458
Peshawar,2024-07-17 05:00:00,27.9,71,961.1,7.3,0.0,0,34.0151,71.5249
Burewala,2025-02-16 09:00:00,17.3,71,996.6,6.9,0.0,3,30.1667,72.65
Attock,2024-04-17 08:00:00,19.1,72,969.4,2.2,0.0,3,33.766,72.3609
Hyderabad,2025-04-12 20:00:00,34.3,19,1001.8,20.1,0.0,0,25.396,68.3578
Mirpur,2024-01-17 16:00:00,16.9,56,964.3,2.6,0.0,0,33.1483,73.7517
Khaplu,2024-01-31 16:00:00,-7.0,68,641.6,2.9,0.2,71,35.1333,76.3333
Mirpur,2025-08-16 22:00:00,26.8,87,953.2,12.0,0.2,51,33.1483,73.7517
Toba Tek Singh,2024-11-17 02:00:00,16.1,95,995.7,5.8,0.0,0,30.9697,72.4827
Kallar Syedan,2024-07-05 15:00:00,29.7,68,939.0,7.3,1.3,61,33.4167,73.3833
Mardan,2025-04-29 23:00:00,23.2,58,969.0,3.0,0.0,0,34.1989,72.0407
Kallar Syedan,2024-09-23 16:00:00,34.5,43,948.2,13.6,0.0,0,33.4167,73.3833
Jalalpur Jattan,2025-06-03 10:00:00,30.7,34,974.1,18.4,0.0,3,32.6419,74.205
Dir,2025-06-29 19:00:00,22.9,94,851.2,2.9,2.4,61,35.2058,71.8767
Lakki Marwat,2025-07-30 10:00:00,31.3,66,968.6,10.1,0.0,3,32.607,70.9114
Gujrat,2024-03-01 11:00:00,15.1,84,987.9,18.7,0.2,51,32.5736,74.078
Tank,2024-02-02 05:00:00,6.6,86,989.4,6.2,0.0,1,32.2167,70.3833
Chakwal,2024-07-10 08:00:00,29.2,73,947.2,3.1,0.1,51,32.9336,72.8634
Wah Cantt,2025-05-29 17:00:00,32.4,35,945.6,10.6,0.0,1,33.77,72.75
Gujrat,2024-03-23 22:00:00,18.2,67,979.9,6.5,0.0,3,32.5736,74.078
Rawalpindi,2024-02-29 05:00:00,8.1,82,953.4,7.9,0.0,3,33.5651,73.0169
Quetta,2024-07-21 01:00:00,24.5,71,834.1,8.3,0.0,1,30.1798,66.975
Islamabad,2025-02-11 09:00:00,15.0,43,956.0,1.0,0.0,1,33.6844,73.0479
Larkana,2024-07-07 14:00:00,41.7,36,987.6,15.5,0.0,2,27.559,68.212
Burewala,2024-04-19 03:00:00,23.4,53,986.4,11.8,0.0,2,30.1667,72.65
Zhob,2025-03-05 10:00:00,10.2,24,866.0,5.0,0.0,1,31.3417,69.4486
Tando Adam,2025-04-26 08:00:00,31.5,35,1001.5,6.9,0.0,0,25.7687,68.6617
Kot Addu,2025-11-02 04:00:00,17.6,89,994.0,10.1,0.0,0,30.4691,70.967
Pakpattan,2024-05-29 09:00:00,38.5,16,975.0,10.5,0.0,0,30.341,73.3866
Skardu,2024-01-12 21:00:00,7.6,30,782.1,2.9,0.0,3,35.2971,75.6333
Lahore,2025-02-02 04:00:00,9.0,100,988.9,4.4,0.0,3,31.5204,74.3587
Kalat,2024-12-14 02:00:00,2.6,22,799.2,8.4,0.0,0,29.0266,66.5936
Kasur,2025-02-14 05:00:00,9.9,74,987.9,7.2,0.0,3,31.115,74.4467
Hangu,2024-04-25 19:00:00,21.7,52,916.2,6.9,0.0,3,33.5311,71.0597
Kallar Syedan,2024-03-03 05:00:00,9.8,94,948.2,27.3,0.1,51,33.4167,73.3833
Bagh,2024-08-01 05:00:00,11.6,99,700.8,4.8,0.0,3,33.9861,73.9478
Tando Adam,2025-03-02 07:00:00,18.2,73,1010.4,8.5,0.0,0,25.7687,68.6617
Muzaffargarh,2024-05-29 06:00:00,33.8,13,979.2,18.2,0.0,0,30.0703,71.1933
Bahawalpur,2025-10-25 04:00:00,20.6,49,996.5,10.4,0.0,0,29.3956,71.6836
Tando Adam,2024-09-03 12:00:00,33.4,55,1002.0,6.0,0.0,1,25.7687,68.6617
Dera Ismail Khan,2025-09-20 08:00:00,29.2,77,986.5,6.1,0.0,0,31.8327,70.9019
Gujranwala,2025-08-30 07:00:00,25.8,93,980.4,12.0,0.0,3,32.1877,74.1945
Dera Ismail Khan,2024-09-04 23:00:00,27.3,87,981.3,6.0,0.0,0,31.8327,70.9019
Tando Allahyar,2024-04-26 01:00:00,26.0,79,1002.6,20.1,0.0,0,25.4605,68.717
Muridke,2024-05-05 02:00:00,24.6,45,978.6,16.1,0.0,0,31.802,74.257
Charsadda,2024-01-21 18:00:00,10.0,89,980.6,7.1,0.0,0,34.1482,71.7406
Zhob,2024-08-26 05:00:00,21.4,79,855.7,4.9,0.0,0,31.3417,69.4486
Bagh,2024-12-07 07:00:00,-5.6,43,692.2,3.3,0.0,3,33.9861,73.9478
Taxila,2025-06-30 18:00:00,31.9,64,936.4,12.8,0.0,1,33.7463,72.8397
Kotli,2025-08-20 05:00:00,20.8,88,937.6,8.2,0.3,51,33.5184,73.9022
Kahuta,2024-03-20 08:00:00,17.1,44,945.1,9.7,0.0,0,33.5917,73.3875
Mingora,2025-07-08 18:00:00,29.7,67,900.0,5.2,0.0,0,34.7717,72.36
Nushki,2025-09-08 19:00:00,33.1,27,896.8,24.7,0.0,3,29.5522,66.0225
Kasur,2024-11-27 17:00:00,20.1,57,989.6,0.6,0.0,0,31.115,74.4467
Bhakkar,2025-11-04 19:00:00,20.6,60,988.2,6.7,0.0,0,31.6252,71.0657
Mansehra,2025-11-27 04:00:00,2.9,70,897.5,5.8,0.0,0,34.33,73.2
Jalalpur Jattan,2025-09-10 16:00:00,31.9,64,975.1,10.7,0.0,0,32.6419,74.205
Mianwali,2024-09-24 14:00:00,40.4,32,978.4,9.1,0.0,0,32.5839,71.537
Bagh,2025-10-04 19:00:00,5.5,82,702.5,1.0,0.6,53,33.9861,73.9478
Chilas,2025-11-25 18:00:00,10.5,23,890.8,0.9,0.0,0,35.4206,74.0967
Lahore,2024-03-03 22:00:00,9.1,61,988.6,8.0,0.0,0,31.5204,74.3587
Nankana Sahib,2025-01-10 16:00:00,16.5,76,995.2,3.1,0.0,0,31.45,73.7
Badin,2025-08-03 12:00:00,33.7,55,1001.0,19.0,0.0,1,24.655,68.838
Nushki,2024-10-27 12:00:00,26.6,22,908.1,11.0,0.0,0,29.5522,66.0225
Hyderabad,2024-04-04 19:00:00,33.2,22,1005.0,26.1,0.0,3,25.396,68.3578
Sargodha,2025-02-09 07:00:00,9.4,84,992.2,2.0,0.0,0,32.0836,72.6711
